id,name_hu,name_de,name_en,locality,region,region_de,region_en,type,category,difficulty,difficulty_de,difficulty_en,distance_km,duration_min,elevation_gain_m,intro,intro_de,intro_en,highlights,highlights_de,highlights_en,access_notes,access_notes_de,access_notes_en,opening_info,opening_info_de,opening_info_en,ticket_info,ticket_info_de,ticket_info_en,website,phone,latitude,longitude,photo,photo_source,map_link,status,last_verified
kolodko-gomboc-artur-miniszobor,Kolodko: Gombóc Artúr miniszobor,"Artúr Gombóc Miniskulptur (von Kolodko), Tihany ",Kolodko: Gombóc Artúr Mini Statue,Tihany,Észak,Nord,North,Poi,Szobor/Emlékhely,Könnyű,Leicht,Easy,,,,"„ A Balaton legédesebb titka! A Gombóc Artúr miniszobor Tihanyban rejtőzik, mint egy igazi csokiszakértő. Keresd meg a kis bronzfigurát, ami Kolodko Mihály művész humorát tükrözi!  Te viszel neki csokoládét? Töltöttet? Töltetlent? Kereket?”","""Das süßeste Geheimnis des Plattensees! Die Artúr Gombóc-Miniskulptur versteckt sich in Tihany wie ein echter Schokoladenexperte. Suche die kleine Bronzefigur, die den Humor des Künstlers Mihály Kolodko widerspiegelt! Bringst du ihm Schokolade mit? Gefüllte? Ungefüllte? Runde?"" ","""Lake Balaton's sweetest secret! The Artúr Gombóc mini-sculpture is hiding in Tihany, just like a true chocolate expert. Look for the small bronze figure that reflects the humor of artist Mihály Kolodko! Will you bring him chocolate? Filled? Unfilled? Round?"" ",,,,,,,,,,,,,,,46.915141060136335,17.889203224359584,,,,to-verify,2025-10-06
tihanyi-bences-apatsag-tihany,Tihanyi Bencés Apátság,Benediktinerabtei Tihany ,Tihany Benedictine Abbey,Tihany,Észak,Nord,North,Poi,POI,Könnyű,Leicht,Easy,,,,"„ Tihany koronája! Az apátság évszázadok óta őrzi a Balaton titkait. A tihanyi visszhang már nem működik úgy, mint régen, de a Balatonra nyíló panoráma és a templom gazdag történelme garantáltan visszahív!”","""Die Krone von Tihany! Die Abtei hütet seit Jahrhunderten die Geheimnisse des Plattensees. Das Echo von Tihany funktioniert zwar nicht mehr so wie früher, aber das Panorama auf den See und die reiche Geschichte der Kirche rufen dich garantiert zurück!"" ","""The crown of Tihany! The Abbey has been guarding the secrets of Lake Balaton for centuries. The Tihany echo may not work as it used to, but the panorama overlooking the lake and the rich history of the church are guaranteed to call you back!"" ",,,,,,,,,,,,,,,46.91414039141877,17.8894863378518,,,,to-verify,2025-10-06
ortorony-kilato-tihany-tihany,Őrtorony-kilátó Tihany,Wachturm-Aussichtsturm ,"Watchtower Lookout, Tihany",Tihany,Észak,Nord,North,Poi,Kilátó,Könnyű,Leicht,Easy,,,,"„ A tihanyi Őrtorony-kilátó a félsziget nyugati peremén, az Apáti-hegyen magasodik, és formájával az egykori római figyelőtornyok világát idézi meg. A fából készült építmény tetejéről egyedülálló, 360 fokos körpanoráma tárul eléd, ahol egyszerre csodálhatod meg a Külső- és Belső-tavat, a Balaton csillogó víztükrét és a környező tanúhegyek sziluettjét.","""Der Aussichtsturm Őrtorony (Wachturm) erhebt sich am westlichen Rand der Halbinsel auf dem Apáti-Berg und beschwört mit seiner Form die Welt der einstigen römischen Wachtürme herauf. Von der Spitze des Holzbaus bietet sich ein einzigartiges 360-Grad-Rundumpanorama, bei dem man gleichzeitig den Äußeren und Inneren See, den glitzernden Wasserspiegel des Plattensees und die Silhouetten der umliegenden Zeugenberge bewundern kann."" ","""The Őrtorony (Watchtower) Lookout stands tall on Apáti Hill at the western edge of the peninsula, its form evoking the world of former Roman watchtowers. From the top of the wooden structure, a unique 360-degree circular panorama unfolds before you, where you can simultaneously admire the Outer and Inner Lakes, the glistening water of Lake Balaton, and the silhouettes of the surrounding witness mountains."" ",,,,,,,,,,,,,,,46.91232123949528,17.85590029552345,,,,to-verify,2025-10-06
szaka-hegy,Száka-hegy,"Száka-Berg, Tihany ",Száka Hill,Balatonfüred,Észak,Nord,North,Poi,POI,Könnyű,Leicht,Easy,,,,"„A tihanyi Száka-hegy a félsziget egyik legnyugodtabb pontja, ahol a látványos gejzírkúpok és a sztyeppei növényzet között sétálva igazi mediterrán életérzés fogad. A dombtetőről nyíló panoráma különlegessége, hogy innen látható az egyik legszebb szögben a Belső-tó csillogó víztükre, miközben a távolban a Balaton-felvidék lankái keretezik a tájat.”","""Der Száka-Berg in Tihany ist einer der ruhigsten Orte der Halbinsel, an dem einen beim Spaziergang zwischen spektakulären Geysirkegeln und Steppenvegetation ein echtes mediterranes Lebensgefühl empfängt. Die Besonderheit des Panoramas vom Gipfel aus ist, dass man von hier aus den glitzernden Wasserspiegel des Inneren Sees in einem der schönsten Winkel betrachten kann, während in der Ferne die sanften Hügel des Balaton-Oberlandes die Landschaft einrahmen."" ","""Száka Hill in Tihany is one of the peninsula's calmest spots, where walking among spectacular geyser cones and steppe vegetation greets you with a truly Mediterranean feel. The specialty of the panorama from the hilltop is that it offers one of the most beautiful angles of the Inner Lake's glistening water, while the slopes of the Balaton Uplands frame the landscape in the distance."" ",,,,,,,,,,,,,,,46.96152234000668,17.849386695527244,,,,to-verify,2025-10-06
gapa-terasz-es-parkerdo,GAPA Terasz és Parkerdő,GAPA Terrasse und Parkwald ,GAPA Terrace and Park Forest,Balatonfüred,Észak,Nord,North,Poi,Park/Sétány,Könnyű,Leicht,Easy,,,,"„A tihanyi GAPA terasz a félsziget egyik legstílusosabb pihenőpontja, ahol a modern gasztronómia és a háborítatlan természet találkozik a domboldalban. Az ikonikus székeken megpihenve, egy hűsítő ital társaságában élvezheted a Belső-tóra és a legelő szürkemarhákra nyíló pazar kilátást, miközben a hely magával ragadó, bohém nyugalma teljesen kikapcsol.”","""Die GAPA-Terrasse in Tihany ist einer der stilvollsten Rastpunkte der Halbinsel, wo moderne Gastronomie und unberührte Natur am Hang aufeinandertreffen. In den ikonischen Stühlen ausruhend, können Sie bei einem kühlen Getränk den prachtvollen Blick auf den Inneren See und die grasenden Graurinder genießen, während die mitreißende, bohemische Ruhe des Ortes Sie völlig abschalten lässt."" ","""The GAPA terrace in Tihany is one of the peninsula's most stylish rest stops, where modern gastronomy and undisturbed nature meet on the hillside. Resting in the iconic chairs with a refreshing drink, you can enjoy the magnificent view of the Inner Lake and the grazing Grey Cattle, while the captivating, bohemian tranquility of the place completely switches you off."" ",,,,,,,,,,,,,,,46.96385674339897,17.85144378018373,,,,to-verify,2025-10-06
jokai-kilato-turistaosveny,Jókai-kilátó turistaösvény,Jókai-Aussichtsturm Wanderweg ,Jókai Lookout Hiking Trail,Balatonfüred,Észak,Nord,North,Poi,Kilátó,Könnyű,Leicht,Easy,,,,"„A balatonfüredi Jókai-kilátó a Tamás-hegy tetején magasodva kínálja a Balaton keleti medencéjének egyik legteljesebb panorámáját, ahol a lábaid előtt hever a Tihanyi-félsziget és a tó végtelen ezüstje. A fából épült, klasszikus toronyhoz vezető Lóczy-tanösvényen a környék geológiai kincseit is megismerheted, a tetőre érve pedig a táj szépsége minden fáradtságért kárpótol.  ”","""Aussichtsturm Jókai in Balatonfüred, der über dem Gipfel des Tamás-Berges thront, bietet eines der vollständigsten Panoramen des östlichen Beckens des Plattensees, wobei einem die Halbinsel Tihany und das endlose Silber des Sees zu Füßen liegen. Auf dem Lóczy-Lehrpfad, der zum klassischen Holzturm führt, kann man auch die geologischen Schätze der Umgebung kennenlernen, und oben angekommen entschädigt die Schönheit der Landschaft für alle Mühen."" ","""The Jókai Lookout in Balatonfüred, towering atop Tamás Hill, offers one of the most complete panoramas of the Balaton's eastern basin, with the Tihany Peninsula and the lake's endless silver lying at your feet. Along the Lóczy Nature Trail leading to the classic wooden tower, you can also discover the geological treasures of the area, and once you reach the top, the beauty of the landscape compensates for every effort."" ",,,,,,,,,,,,,,,46.97072752437231,17.87782460902021,,,,to-verify,2025-10-06
tamas-hegyi-kereszt,Tamás-hegyi kereszt,Kreuz am Tamás-Berg ,Tamás Hill Cross,Balatonfüred,Észak,Nord,North,Poi,Szobor/Emlékhely,Könnyű,Leicht,Easy,,,,"„A balatonfüredi Tamás-hegyi kereszt egy ikonikus spirituális és kilátópont, amely méltóságteljesen magasodik a város fölé, felejthetetlen panorámát nyújtva a Tihanyi-félszigetre. A fehér kőkereszt tövében megpihenve a Balaton végtelen kékje és a part menti vitorlások látványa teremt tökéletes nyugalmat a túrázók számára.”","""Das Kreuz auf dem Tamás-Berg in Balatonfüred ist ein ikonischer spiritueller Ort und Aussichtspunkt, der majestätisch über der Stadt thront und ein unvergessliches Panorama auf die Halbinsel Tihany bietet. Beim Ausruhen am Fuße des weißen Steinkreuzes schaffen das endlose Blau des Plattensees und der Anblick der Segelboote entlang des Ufers eine perfekte Ruhe für Wanderer."" ","""The Cross on Tamás Hill in Balatonfüred is an iconic spiritual spot and viewpoint that towers majestically above the town, offering an unforgettable panorama of the Tihany Peninsula. Resting at the foot of the white stone cross, the endless blue of Lake Balaton and the sight of sailboats along the shore create perfect tranquility for hikers."" ",,,,,,,,,,,,,,,46.96749602283715,17.88173639552767,,,,to-verify,2025-10-06
tagore-setany,Tagore sétány,Tagore-Promenade ,Tagore Promenade,Balatonfüred,Észak,Nord,North,Poi,Park/Sétány,Könnyű,Leicht,Easy,,,,"„A balatonfüredi Tagore sétány a magyar tenger egyik legikonikusabb és legelegánsabb korzója, ahol a hatalmas platánfák árnyékában egyszerre élvezheted a reformkori hangulatot és a modern kikötői nyüzsgést. A híres hindu költőről elnevezett, szobrokkal és emlékfákkal tarkított sétányon lépkedve a Balaton végtelen kékje és a Tihanyi-félsziget látványa nyújt felejthetetlen hátteret egy romantikus esti sétához vagy egy hűsítő fagylalthoz.”","""Die Tagore-Promenade in Balatonfüred ist einer der ikonischsten und elegantesten Korros des „Ungarischen Meeres“, wo man im Schatten gewaltiger Platanen gleichzeitig die Atmosphäre der Reformzeit und das moderne Treiben im Hafen genießen kann. Beim Schlendern über die nach dem berühmten hinduistischen Dichter benannte Promenade, die mit Statuen und Gedenkbäumen gesäumt ist, bieten das endlose Blau des Plattensees und der Anblick der Halbinsel Tihany eine unvergessliche Kulisse für einen romantischen Abendspaziergang oder ein kühlendes Eis."" ","""The Tagore Promenade in Balatonfüred is one of the most iconic and elegant boardwalks of the Hungarian Sea, where you can enjoy the Reform Era atmosphere and the modern bustle of the harbor simultaneously under the shade of giant plane trees. Walking along the promenade named after the famous Hindu poet—dotted with statues and memorial trees—the endless blue of Lake Balaton and the view of the Tihany Peninsula provide an unforgettable backdrop for a romantic evening stroll or a refreshing ice cream."" ",,,,,,,,,,,,,,,46.95515256548455,17.897579582034464,,,,to-verify,2025-10-06
strenner-barlang,Strenner-barlang,Strenner-Höhle ,Strenner Cave,Csopak,Észak,Nord,North,Poi,Barlang,Nehéz,Schwer,Hard,,,,"„A balatonfüredi Strenner-barlang a Tamás-hegy oldalában rejtőző, izgalmas geológiai kincs, amely a térség látványos barlangrendszereinek egyik kevésbé ismert, de annál különlegesebb tagja. A Lóczy-barlang közvetlen szomszédságában található üreg környéke vadregényes kőzetformációival és a hegyoldal sűrű erdőivel tökéletes célpont azoknak, akik a népszerűbb túrautak mentén keresnek egy kis felfedezni való misztikumot.  ”","""Die Strenner-Höhle in Balatonfüred ist ein spannender geologischer Schatz, der sich an der Flanke des Tamás-Berges verbirgt; sie ist eines der weniger bekannten, aber umso besondereren Mitglieder der spektakulären Höhlensysteme der Region. Die Umgebung der Höhle, die sich in unmittelbarer Nachbarschaft der Lóczy-Höhle befindet, ist mit ihren wildromantischen Gesteinsformationen und den dichten Wäldern des Berghangs ein perfektes Ziel für alle, die abseits der populärsten Wanderwege ein wenig Mystik zum Entdecken suchen."" ","""The Strenner Cave in Balatonfüred is an exciting geological treasure hidden on the side of Tamás Hill, one of the lesser-known but all the more special members of the region's spectacular cave systems. Located in the immediate vicinity of the Lóczy Cave, the area around the hollow, with its wild rock formations and the dense forests of the hillside, is a perfect destination for those looking for a bit of mystery to discover along the more popular hiking trails."" ",,,,,,,,,,,,,,,46.98880913598141,17.91941511087293,,,,to-verify,2025-10-06
csakany-hegyi-kilato-gyalogos-feljarat,Csákány-hegyi kilátó gyalogos feljárat,Aussichtsturm am Csákány-Berg Fußgängeraufgang ,Footpath to Csákány Hill Lookout,Paloznak,Észak,Nord,North,Poi,Kilátó,Könnyű,Leicht,Easy,,,,"„A csopaki Csákány-hegyi kilátó (vagy Endrődi Sándor-kilátó) a Balaton-felvidék egyik legszebb kilátópontja, amely a sűrű erdő lombjai fölé magasodva kínál zavartalan panorámát a tó keleti medencéjére és a Bakony vonulataira. A fából készült toronyhoz vezető hangulatos tanösvényen a környék élővilágát is megismerheted, a tetőre érve pedig a csillogó víztükör és a rendezett szőlőbirtokok látványa nyújt felejthetetlen élményt.”","""Der Aussichtsturm auf dem Csákány-Berg in Csopak (oder Sándor-Endrődi-Aussichtsturm) ist einer der schönsten Aussichtspunkte des Balaton-Oberlandes, der über die dichten Baumkronen des Waldes hinausragt und ein ungestörtes Panorama auf das östliche Becken des Sees und die Züge des Bakony-Gebirges bietet. Auf dem stimmungsvollen Lehrpfad, der zum Holzturm führt, kann man auch die Flora und Fauna der Umgebung kennenlernen, und oben angekommen sorgen der Anblick des glitzernden Wasserspiegels und der gepflegten Weingüter für ein unvergessliches Erlebnis."" ","""The Csákány Hill Lookout in Csopak (also known as the Sándor Endrődi Lookout) is one of the most beautiful viewpoints of the Balaton Uplands, towering above the dense forest canopy to offer an undisturbed panorama of the lake's eastern basin and the ranges of the Bakony. Along the atmospheric nature trail leading to the wooden tower, you can also get to know the local wildlife, and once you reach the top, the sight of the glistening water surface and the orderly vineyards provides an unforgettable experience."" ",,,,,,,,,,,,,,,46.99262688674844,17.93028082251424,,,,to-verify,2025-10-06
paloznak-patakparti-setalo-paloznak,Paloznak Patakparti Sétáló,"Wanderweg am Bachufer, Paloznak ","Streamside Promenade, Paloznak",Paloznak,Észak,Nord,North,Poi,POI,Könnyű,Leicht,Easy,,,,"„ A Patakparti Sétáló egy békés sétaút Paloznakon, ahol a patak csobogása kíséri az utadat.”","""Der Patakparti Sétáló (Bachufer-Spazierweg) ist ein friedlicher Wanderweg in Paloznak, bei dem das Plätschern des Baches Ihren Weg begleitet."" ","""The Patakparti Sétáló (Stream-side Walkway) is a peaceful trail in Paloznak, where the babbling of the stream accompanies your journey."" ",,,,,,,,,,,,,,,46.97929364819361,17.945810293677265,,,,to-verify,2025-10-06
felsoors-miske-szikla-felsoors,Felsőörs Miske Szikla,"Miske-Fels, Felsőörs ","Miske Rock, Felsőörs",Felsőörs,Észak,Nord,North,Poi,Szikla,Könnyű,Leicht,Easy,,,,"„A csopaki Miske-szikla a település felett őrködő, látványos mészkőképződmény, amely a Nosztori-völgy kapujaként hívogatja a természetjárókat. A szikla tetejéről elragadó panoráma nyílik Csopakra és a Balaton kéklő víztükrére, miközben a lábad alatt elterülő vadregényes szurdokvölgy a hegység nyers erejét és nyugalmát árasztja.”","""Der Miske-Fels in Csopak ist eine spektakuläre Kalksteinformation, die über der Siedlung wacht und Naturfreunde als Tor zum Nosztori-Tal einlädt. Vom Gipfel des Felsens bietet sich ein bezauberndes Panorama auf Csopak und den blau schimmernden Wasserspiegel des Plattensees, während das zu Ihren Füßen liegende, wildromantische Schluchttal die rohe Kraft und Ruhe des Gebirges ausstrahlt."" ","""The Miske Rock in Csopak is a spectacular limestone formation guarding the village, inviting nature lovers as the gateway to the Nosztori Valley. From the top of the rock, an enchanting panorama opens up to Csopak and the blue expanse of Lake Balaton, while the wild and romantic gorge valley at your feet radiates the raw power and tranquility of the mountains."" ",,,,,,,,,,,,,,,47.00766573937971,17.95123448203843,,,,to-verify,2025-10-06
alsoors-vorosko-tanosveny-alsoors,Alsóörs Vöröskő tanösvény,"Vöröskő-Lehrpfad, Alsóörs ","Vöröskő Study Trail, Alsóörs",Alsóörs,Észak,Nord,North,Poi,Tanösvény,Könnyű,Leicht,Easy,,,,"„Az alsóörsi Vöröskő tanösvény a vidék vöröslő homokkövére és dús erdőire épült útvonal, amely a faluból indulva kalauzol el a térség legszebb kilátópontjaihoz. Az út során nemcsak a Balaton panorámájában gyönyörködhetsz, hanem megismerheted a környék különleges geológiai múltját is, miközben a fenyvesek és tölgyesek illata kíséri minden lépésedet.”","""Der Vöröskő-Lehrpfad (Rotstein-Lehrpfad) in Alsóörs ist eine Route, die auf dem rötlichen Sandstein und den üppigen Wäldern der Region basiert und Sie vom Dorf aus zu den schönsten Aussichtspunkten der Gegend führt. Während des Weges können Sie nicht nur das Panorama des Plattensees bewundern, sondern auch die besondere geologische Vergangenheit der Umgebung kennenlernen, während der Duft von Kiefern- und Eichenwäldern jeden Ihrer Schritte begleitet."" ","""The Vöröskő (Red Stone) Nature Trail in Alsóörs is a route built upon the region's reddish sandstone and lush forests, guiding you from the village to the area's most beautiful viewpoints. Along the way, you can not only admire the panorama of Lake Balaton but also learn about the unique geological past of the surroundings, while the scent of pine and oak forests accompanies your every step."" ",,,,,,,,,,,,,,,47.00257247214324,17.974041466694445,,,,to-verify,2025-10-06
kaptalanfuredi-sziklak,Káptalanfüredi sziklák,Felsen von Káptalanfüred ,Káptalanfüred Cliffs,Alsóörs,Észak,Nord,North,Poi,POI,Könnyű,Leicht,Easy,,,,"„A káptalanfüredi sziklák a Balatonalmádihoz tartozó erdők mélyén rejtőző, vörös homokkőből álló különleges formációk, amelyek vadregényes hangulatukkal a hegység ősi arcát mutatják meg. A fenyvesekkel körülvett, mohás sziklatömbök között kanyargó ösvények egy titokzatos mesevilágba repítenek, ahol a csend és a természet közelsége mellett a közeli kilátópontokról felcsillanó Balaton látványa teszi teljessé a túrát.”","""Die Felsen von Káptalanfüred sind besondere Formationen aus rotem Sandstein, die tief in den zu Balatonalmádi gehörenden Wäldern verborgen liegen und mit ihrer wildromantischen Atmosphäre das ursprüngliche Antlitz des Gebirges zeigen. Die Pfade, die sich zwischen den von Kiefernwäldern umgebenen, bemoosten Felsblöcken schlängeln, entführen Sie in eine geheimnisvolle Märchenwelt, in der neben der Stille und der Nähe zur Natur der Blick auf den von nahen Aussichtspunkten aufblitzenden Plattensee die Tour vervollständigt."" ","""The Káptalanfüred rocks are unique formations of red sandstone hidden in the depths of the forests belonging to Balatonalmádi, revealing the ancient face of the mountains with their wild and romantic atmosphere. The paths winding between mossy boulders surrounded by pine groves transport you to a mysterious fairytale world, where the tour is made complete by the silence, the proximity of nature, and the sight of Lake Balaton glistening from nearby viewpoints."" ",,,,,,,,,,,,,,,47.00546684630638,17.990665482038306,,,,to-verify,2025-10-06
kocsi-to-tanosveny,Köcsi-tó tanösvény,Köcsi-See-Lehrpfad ,Köcsi Lake Study Trail,Balatonalmádi,Észak,Nord,North,Poi,Tanösvény,Könnyű,Leicht,Easy,,,,"„A balatonalmádi Köcsi-tó tanösvény egy különleges, mocsaras élővilágot bemutató pihenőhely, amely a Balaton-felvidék vörös homokkő sziklái és a sűrű erdők ölelésében rejtőzik. A part menti fűzfák és nádszegélyek között sétálva egy elszigetelt, békés vizes élőhelyet ismerhetsz meg, ahol a teknősök és vízimadarak nyugalma tökéletes kontrasztot alkot a közeli strandok nyüzsgésével.”","""Der Lehrpfad Köcsi-tó in Balatonalmádi ist ein besonderer Erholungsort, der die Flora und Fauna der Sumpfgebiete vorstellt und in der Umarmung von roten Sandsteinfelsen des Balaton-Oberlandes und dichten Wäldern verborgen liegt. Beim Spaziergang zwischen den Weiden und Schilfgürteln am Ufer können Sie ein isoliertes, friedliches Feuchtgebiet kennenlernen, in dem die Ruhe der Schildkröten und Wasservögel einen perfekten Kontrast zum Treiben der nahegelegenen Strände bildet."" ","""The Köcsi Lake Nature Trail in Balatonalmádi is a unique rest area showcasing marshland wildlife, hidden in the embrace of the Balaton Uplands' red sandstone cliffs and dense forests. Walking among the willow trees and reed beds along the shore, you can discover an isolated, peaceful wetland habitat where the tranquility of turtles and waterfowls provides a perfect contrast to the hustle and bustle of nearby beaches."" ",,,,,,,,,,,,,,,47.00773823915132,17.996264980187128,,,,to-verify,2025-10-06
felsoors-geodeziai-merotorony-felmenni-nem-lehet-felsoors,Felsőörs Geodéziai Mérőtorony (felmenni nem lehet!),"Geodätischer Messturm, Felsőörs (Aufstieg nicht möglich!) ",Felsőörs Geodetic Survey Tower (no access to the top),Felsőörs,Észak,Nord,North,Poi,POI,Könnyű,Leicht,Easy,,,,"„ Ez a mérőtorony a tudomány bástyája! Bár felmenni nem lehet rá, a lábánál állva is lenyűgöző a magassága. Gondolj bele, milyen elképesztő pontossággal mérhetik innen a Föld felszínét!”","""Dieser Messturm ist eine Bastion der Wissenschaft! Obwohl man ihn nicht besteigen kann, ist seine Höhe selbst vom Fuße aus beeindruckend. Stellen Sie sich vor, mit welcher unglaublichen Präzision von hier aus die Erdoberfläche vermessen werden kann!"" ","""This survey tower is a bastion of science! Although you cannot climb it, its height is impressive even standing at its base. Just imagine the incredible precision with which they can measure the Earth's surface from here!"" ",,,,,,,,,,,,,,,47.02308121863471,17.981844822516578,,,,to-verify,2025-10-06
almadi-ovari-messzelato,Balatonalmádi Óvári Messzelátó,"Óvári-Fernsicht, Balatonalmádi ","Óvár Lookout, Balatonalmádi",Balatonalmádi,Észak,Nord,North,Poi,Kilátó,Könnyű,Leicht,Easy,,,,"„ A balatonalmádi Óvári messzelátó az egyik legkülönlegesebb épített kilátó a parton, amely vörös homokkő talapzatával és hófehér oszlopaival egy görög szentélyt idéz a hegyoldalban. A kilátó teraszáról zavartalan, szélesvásznú panoráma nyílik a fűzfői öböltől egészen a Tihanyi-félszigetig, így ez a pont a naplemente-vadászok és a romantikus séták kedvenc célpontja.”","""Der Óvári-Aussichtsturm in Balatonalmádi ist einer der außergewöhnlichsten Aussichtstürme am Ufer, der mit seinem Sockel aus rotem Sandstein und seinen schneeweißen Säulen an ein griechisches Heiligtum am Hang erinnert. Von der Terrasse des Aussichtsturms bietet sich ein ungestörtes Breitbild-Panorama von der Bucht von Fűzfő bis hin zur Halbinsel Tihany, was diesen Ort zu einem beliebten Ziel für Sonnenuntergangsjäger und romantische Spaziergänge macht."" ","""The Óvári Lookout in Balatonalmádi is one of the most unique built viewpoints on the shore, its red sandstone base and snow-white columns evoking a Greek shrine on the hillside. From the lookout's terrace, an undisturbed, widescreen panorama opens from the Fűzfő Bay all the way to the Tihany Peninsula, making this spot a favorite destination for sunset hunters and romantic strolls."" ",,,,,,,,,,,,,,,47.03383785691624,18.006778209025047,,,,to-verify,2025-10-06
soos-hegyi-kilato,Soós-hegyi kilátó,Aussichtsturm am Soós-Berg ,Soós Hill Lookout Tower,Balatonkenese,Kelet,Ost,East,Poi,Kilátó,Könnyű,Leicht,Easy,,,,"„A balatonkenesei Soós-hegyi kilátó a keleti medence egyik legdrámaibb pontján, a hatalmas löszfal peremén állva nyújt szédítő panorámát a Balaton egészére. A Soós Lajos költőről elnevezett obeliszk mellett található kilátóhelyről tiszta időben a Tihanyi-félsziget is jól látható, miközben a lábaid alatt a végtelen kékség és a part menti nádasok találkozása festői látványt nyújt.","""Der Aussichtsturm auf dem Soós-Berg in Balatonkenese bietet an einem der dramatischsten Punkte des östlichen Beckens, am Rande der gewaltigen Lösswand stehend, ein schwindelerregendes Panorama über den gesamten Plattensee. Von dem Aussichtspunkt neben dem nach dem Dichter Lajos Soós benannten Obelisken ist bei klarem Wetter sogar die Halbinsel Tihany gut zu sehen, während das Aufeinandertreffen des unendlichen Blaus und des Schilfgürtels am Ufer zu Ihren Füßen einen malerischen Anblick bietet."" ","""The Soós Hill Lookout in Balatonkenese, standing on the edge of a massive loess wall at one of the eastern basin's most dramatic points, offers a dizzying panorama of the entire Lake Balaton. From the viewpoint located next to the obelisk named after the poet Lajos Soós, the Tihany Peninsula is clearly visible in clear weather, while the meeting of the infinite blue and the coastal reed beds at your feet provides a picturesque sight."" ",,,,,,,,,,,,,,,47.03661114465754,18.09430283786121,,,,to-verify,2025-10-06
kenese-kisfaludy-kilato-magaspart,"Balatonkenese Kisfaludy kilátó, magaspart","Kisfaludy-Aussichtsturm, Steilufer, Balatonkenese ","Kisfaludy Lookout, Clifftop of Balatonkenese",Balatonkenese,Kelet,Ost,East,Poi,Kilátó,Könnyű,Leicht,Easy,,,,"„A balatonkenesei Kisfaludy-kilátó a magaspart egyik legszebb kilátópontja, ahol a löszfal tetejéről eléd táruló látvány a Balaton keleti medencéjének teljes víztükrét átfogja. A modern, fából készült építmény a Soós-hegy peremén állva kínál tökéletes helyszínt a tó végtelen kékségében való gyönyörködéshez, miközben a környék tiszta levegője és a természet közelsége pillanatok alatt kikapcsolja a látogatót.”","""Der Kisfaludy-Aussichtsturm in Balatonkenese ist einer der schönsten Aussichtspunkte des Hochufers, von dessen Lösswand aus sich ein Blick bietet, der den gesamten Wasserspiegel des östlichen Beckens des Plattensees umfasst. Der moderne Holzbau am Rande des Soós-Berges bietet den perfekten Ort, um das unendliche Blau des Sees zu bewundern, während die reine Luft der Umgebung und die Nähe zur Natur den Besucher in Momenten abschalten lassen."" ","""The Kisfaludy Lookout in Balatonkenese is one of the high coast's most beautiful viewpoints, where the sight unfolding before you from the top of the loess wall encompasses the entire water surface of Lake Balaton's eastern basin. Standing on the edge of Soós Hill, the modern wooden structure offers a perfect location to admire the infinite blue of the lake, while the area's fresh air and the proximity of nature instantly switch off the visitor."" ",,,,,,,,,,,,,,,47.01646550057289,18.154440880187835,,,,to-verify,2025-10-06
